ForecastID,Confirmed,Deaths
109,511634.0,9935.0
110,19079.0,268.0
111,114052.0,1074.0
112,810461.0,14544.0
113,398227.0,6425.0
114,249896.0,2804.0
115,178006.0,1859.0
116,208245.0,2126.0
117,253600.0,6603.0
118,13938.0,238.0
119,221248.0,4903.0
120,265949.0,11052.0
121,448597.0,10690.0
122,362748.0,4159.0
123,169277.0,4013.0
124,337499.0,4400.0
125,69764.0,766.0
126,144437.0,1262.0
127,173873.0,2372.0
128,25997.0,570.0
129,377050.0,17367.0
130,112634.0,1834.0
131,727201.0,34984.0
132,401835.0,5616.0
133,84559.0,1055.0
134,494896.0,7152.0
135,222810.0,1932.0
136,87991.0,1083.0
137,449418.0,11578.0
138,65026.0,1436.0
139,236337.0,4583.0
140,88209.0,1164.0
141,411434.0,5050.0
142,1351272.0,23616.0
143,222261.0,973.0
144,5287.0,84.0
145,259533.0,4264.0
146,182401.0,2987.0
147,57106.0,873.0
148,453146.0,4131.0
149,37465.0,283.0
150,280780.0,4013.0
151,39295.0,151.0
152,380918.0,7087.0
153,178186.0,2712.0
154,1430644.0,20240.0
155,277786.0,3539.0
156,134975.0,5224.0
157,41740.0,788.0
158,1088854.0,19441.0
159,515722.0,9983.0
160,19193.0,271.0
161,115501.0,1088.0
162,820623.0,14720.0
163,405963.0,6498.0
164,252067.0,2845.0
165,180220.0,1884.0
166,211639.0,2147.0
167,255742.0,6621.0
168,14208.0,241.0
169,224203.0,4931.0
170,270593.0,11085.0
171,455938.0,10813.0
172,368570.0,4219.0
173,171216.0,4035.0
174,341470.0,4442.0
175,70662.0,777.0
176,146393.0,1285.0
177,176622.0,2396.0
178,26585.0,574.0
179,382071.0,17386.0
180,114560.0,1866.0
181,737559.0,35003.0
182,406262.0,5649.0
183,85244.0,1069.0
184,504051.0,7221.0
185,225998.0,1951.0
186,89573.0,1101.0
187,460679.0,11707.0
188,65990.0,1443.0
189,238704.0,4605.0
190,89178.0,1188.0
191,416072.0,5099.0
192,1364482.0,23805.0
193,225401.0,985.0
194,5418.0,85.0
195,262320.0,4286.0
196,184603.0,3008.0
197,58284.0,887.0
198,458223.0,4197.0
199,37998.0,288.0
200,284077.0,4047.0
201,40051.0,153.0
202,386422.0,7128.0
203,180387.0,2735.0
204,1453820.0,20333.0
205,282896.0,3585.0
206,136789.0,5243.0
207,42401.0,790.0
208,1098658.0,19531.0
209,519810.0,10031.0
210,19307.0,273.0
211,116950.0,1102.0
212,830786.0,14897.0
213,413699.0,6572.0
214,254237.0,2886.0
215,182434.0,1908.0
216,215032.0,2169.0
217,257883.0,6639.0
218,14478.0,245.0
219,227158.0,4958.0
220,275237.0,11117.0
221,463278.0,10936.0
222,374392.0,4280.0
223,173156.0,4056.0
224,345440.0,4484.0
225,71560.0,788.0
226,148349.0,1308.0
227,179370.0,2420.0
228,27174.0,578.0
229,387093.0,17403.0
230,116486.0,1899.0
231,747918.0,35018.0
232,410690.0,5682.0
233,85929.0,1084.0
234,513206.0,7291.0
235,229186.0,1970.0
236,91156.0,1120.0
237,471939.0,11836.0
238,66953.0,1450.0
239,241071.0,4627.0
240,90146.0,1213.0
241,420709.0,5147.0
242,1377691.0,23994.0
243,228540.0,996.0
244,5549.0,87.0
245,265107.0,4308.0
246,186806.0,3029.0
247,59462.0,902.0
248,463299.0,4263.0
249,38531.0,294.0
250,287375.0,4081.0
251,40807.0,155.0
252,391927.0,7169.0
253,182588.0,2759.0
254,1476996.0,20426.0
255,288006.0,3630.0
256,138604.0,5262.0
257,43062.0,791.0
258,1108461.0,19621.0
259,523898.0,10078.0
260,19421.0,276.0
261,118398.0,1116.0
262,840948.0,15075.0
263,421435.0,6645.0
264,256408.0,2927.0
265,184648.0,1933.0
266,218426.0,2190.0
267,260024.0,6657.0
268,14749.0,249.0
269,230112.0,4986.0
270,279881.0,11148.0
271,470618.0,11059.0
272,380215.0,4341.0
273,175095.0,4078.0
274,349410.0,4526.0
275,72458.0,799.0
276,150306.0,1331.0
277,182119.0,2443.0
278,27762.0,582.0
279,392114.0,17419.0
280,118412.0,1931.0
281,758277.0,35029.0
282,415118.0,5716.0
283,86614.0,1098.0
284,522360.0,7360.0
285,232374.0,1990.0
286,92738.0,1139.0
287,483200.0,11966.0
288,67916.0,1458.0
289,243439.0,4650.0
290,91115.0,1237.0
291,425347.0,5196.0
292,1390901.0,24184.0
293,231679.0,1008.0
294,5680.0,88.0
295,267893.0,4330.0
296,189008.0,3049.0
297,60640.0,917.0
298,468375.0,4330.0
299,39064.0,300.0
300,290673.0,4115.0
301,41563.0,157.0
302,397431.0,7210.0
303,184789.0,2782.0
304,1500171.0,20519.0
305,293116.0,3676.0
306,140419.0,5280.0
307,43723.0,792.0
308,1118265.0,19711.0
309,527986.0,10126.0
310,19535.0,278.0
311,119847.0,1130.0
312,851110.0,15253.0
313,429171.0,6719.0
314,258578.0,2968.0
315,186862.0,1958.0
316,221820.0,2212.0
317,262165.0,6675.0
318,15019.0,252.0
319,233067.0,5013.0
320,284525.0,11179.0
321,477959.0,11182.0
322,386037.0,4402.0
323,177035.0,4099.0
324,353381.0,4568.0
325,73357.0,810.0
326,152262.0,1355.0
327,184867.0,2467.0
328,28350.0,586.0
329,397136.0,17435.0
330,120339.0,1964.0
331,768635.0,35035.0
332,419545.0,5750.0
333,87299.0,1112.0
334,531515.0,7429.0
335,235562.0,2009.0
336,94321.0,1158.0
337,494461.0,12096.0
338,68879.0,1465.0
339,245806.0,4672.0
340,92083.0,1262.0
341,429984.0,5246.0
342,1404111.0,24374.0
343,234818.0,1020.0
344,5811.0,90.0
345,270680.0,4353.0
346,191211.0,3070.0
347,61818.0,931.0
348,473451.0,4397.0
349,39597.0,305.0
